concept_id,code,source,datatype
1053,1053,local,Numeric
1053,1053,MCL/CIEL,Numeric
1054,1054,MCL/CIEL,Coded
1054,1054,local,Coded
1055,1055,MCL/CIEL,Boolean
1056,1056,MCL/CIEL,N/A
1056,1056,local,N/A
1057,1057,local,N/A
1057,1057,MCL/CIEL,N/A
1058,1058,MCL/CIEL,N/A
1058,1058,local,N/A
1059,1059,MCL/CIEL,N/A
1059,1059,local,N/A
1060,1060,MCL/CIEL,N/A
1060,1060,local,N/A
1061,1061,local,Coded
1061,1061,MCL/CIEL,Coded
1062,1062,local,N/A
1062,1062,MCL/CIEL,N/A
1063,1063,MCL/CIEL,N/A
1063,1063,local,N/A
1064,1064,local,N/A
1064,1064,MCL/CIEL,N/A
1065,1065,local,N/A
1065,1065,MCL/CIEL,N/A
1066,1066,MCL/CIEL,N/A
1066,1066,local,N/A
1067,1067,MCL/CIEL,N/A
1067,1067,local,N/A
1068,1068,local,N/A
1068,1068,MCL/CIEL,N/A
1069,1069,MCL/CIEL,Coded
1069,1069,local,Coded
1070,1070,MCL/CIEL,Coded
1070,1070,local,Coded
1071,1071,MCL/CIEL,Coded
1071,1071,local,Coded
1072,1072,local,N/A
1072,258703001,"SNOMED CT",N/A
1072,1072,MCL/CIEL,N/A
1073,1073,local,N/A
1073,1073,MCL/CIEL,N/A
1074,1074,MCL/CIEL,N/A
1074,1074,local,N/A
1075,1075,MCL/CIEL,N/A
1075,1075,local,N/A
1076,1076,MCL/CIEL,N/A
1076,1076,local,N/A
1077,1077,local,N/A
1077,1077,MCL/CIEL,N/A
1078,1078,local,Coded
1078,1078,MCL/CIEL,Coded
1079,1079,MCL/CIEL,N/A
1079,1079,local,N/A
1080,1080,MCL/CIEL,Coded
1080,1080,local,Coded
1081,1081,MCL/CIEL,Coded
1081,1081,local,Coded
1082,1082,local,Coded
1082,1082,MCL/CIEL,Coded
1083,1083,local,Boolean
1083,1083,MCL/CIEL,Boolean
1084,1084,MCL/CIEL,Boolean
1084,1084,local,Boolean
1085,1085,MCL/CIEL,N/A
1085,1085,local,N/A
1086,1086,local,Coded
1086,1086,MCL/CIEL,Coded
1087,1087,MCL/CIEL,Coded
1087,1087,local,Coded
1088,1088,MCL/CIEL,Coded
1088,1088,local,Coded
1089,1089,MCL/CIEL,Numeric
1089,1089,local,Numeric
1090,1090,MCL/CIEL,N/A
1090,1090,local,N/A
1091,1091,local,N/A
1091,1091,MCL/CIEL,N/A
1092,1092,MCL/CIEL,N/A
1092,1092,local,N/A
1093,1093,MCL/CIEL,N/A
1093,1093,local,N/A
1094,1094,MCL/CIEL,N/A
1094,1094,local,N/A
1095,1095,local,N/A
1095,1095,MCL/CIEL,N/A
1096,1096,MCL/CIEL,N/A
1097,1097,local,N/A
1097,1097,MCL/CIEL,N/A
1098,1098,local,N/A
1098,1098,MCL/CIEL,N/A
1099,1099,MCL/CIEL,N/A
1099,1099,local,N/A
1100,1100,MCL/CIEL,N/A
1100,1100,local,N/A
1101,1101,local,N/A
1102,1102,MCL/CIEL,N/A
1102,1102,local,N/A
1103,1103,MCL/CIEL,N/A
1103,1103,local,N/A
1104,1104,local,N/A
1104,1104,MCL/CIEL,N/A
1105,1105,MCL/CIEL,N/A
1105,1105,local,N/A
1106,1106,MCL/CIEL,N/A
1106,1106,local,N/A
1107,1107,MCL/CIEL,N/A
1107,1107,local,N/A
1108,1108,local,N/A
1108,1108,MCL/CIEL,N/A
1109,1109,local,Coded
1109,1109,MCL/CIEL,Coded
1110,1110,local,Coded
1110,1110,MCL/CIEL,Coded
1111,1111,MCL/CIEL,Coded
1111,1111,local,Coded
1112,1112,MCL/CIEL,Coded
1112,1112,local,Coded
1113,1113,MCL/CIEL,Date
1113,1113,local,Date
1114,1114,MCL/CIEL,N/A
1114,1114,local,N/A
1115,1115,MCL/CIEL,N/A
1115,1115,local,N/A
1116,1116,MCL/CIEL,N/A
1116,1116,local,N/A
1117,1117,local,N/A
1117,1117,MCL/CIEL,N/A
1118,1118,MCL/CIEL,N/A
1118,1118,local,N/A
1119,162737,MCL/CIEL,Coded
1119,1119,MCL/CIEL,Coded
1119,1119,local,Coded
1120,1120,MCL/CIEL,Coded
1120,1120,local,Coded
1121,1121,local,Coded
1121,1121,MCL/CIEL,Coded
1122,1122,MCL/CIEL,Coded
1122,1122,local,Coded
1123,1123,MCL/CIEL,Coded
1123,1123,local,Coded
1124,1124,MCL/CIEL,Coded
1124,1124,local,Coded
1125,1125,local,Coded
1125,1125,MCL/CIEL,Coded
1126,1126,MCL/CIEL,Coded
1126,1126,local,Coded
1127,1127,MCL/CIEL,Coded
1127,1127,local,Coded
1128,1128,MCL/CIEL,Coded
1128,1128,local,Coded
1129,1129,local,Coded
1129,164937,"KENYA EMR",Coded
1129,1129,MCL/CIEL,Coded
1130,1130,local,Coded
1130,1130,MCL/CIEL,Coded
1131,1131,MCL/CIEL,N/A
1131,1131,local,N/A
1132,1132,MCL/CIEL,Numeric
1132,1132,local,Numeric
1133,1133,local,Numeric
1133,1133,MCL/CIEL,Numeric
1134,1134,local,Numeric
1134,1134,MCL/CIEL,Numeric
1135,1135,MCL/CIEL,Numeric
1135,1135,local,Numeric
1136,114108,MCL/CIEL,N/A
1136,1136,local,N/A
1137,1137,local,N/A
1137,1137,MCL/CIEL,N/A
1138,1138,MCL/CIEL,N/A
1138,1138,local,N/A
1139,1139,MCL/CIEL,N/A
1139,1139,local,N/A
1140,1140,MCL/CIEL,N/A
1140,1140,local,N/A
1141,1141,local,N/A
1141,1141,MCL/CIEL,N/A
1142,1142,MCL/CIEL,N/A
1142,1142,local,N/A
1143,1143,MCL/CIEL,N/A
1143,1143,local,N/A
1144,1144,MCL/CIEL,N/A
1144,1144,local,N/A
1145,1145,local,N/A
1145,1145,MCL/CIEL,N/A
1146,1146,MCL/CIEL,Boolean
1146,1146,local,Boolean
1147,1147,local,Coded
1147,1147,MCL/CIEL,Coded
1148,1148,MCL/CIEL,Coded
1148,1148,local,Coded
1149,1149,MCL/CIEL,N/A
1149,1149,local,N/A
1150,1150,MCL/CIEL,N/A
1150,1150,local,N/A
1151,1151,MCL/CIEL,Coded
1151,1151,local,Coded
1152,1152,MCL/CIEL,N/A
1152,1152,local,N/A
1153,1153,MCL/CIEL,Boolean
1153,1153,local,Boolean
1154,1154,local,Boolean
1154,1154,MCL/CIEL,Boolean
1155,1155,MCL/CIEL,Boolean
1155,1155,local,Boolean
1156,1156,local,Coded
1156,1156,MCL/CIEL,Coded
1157,1157,local,N/A
1157,1157,MCL/CIEL,N/A
1158,1158,MCL/CIEL,N/A
1158,1158,local,N/A
1159,1159,MCL/CIEL,N/A
1159,1159,local,N/A
1160,1160,MCL/CIEL,N/A
1160,1160,local,N/A
1161,1161,local,N/A
1161,1161,MCL/CIEL,N/A
1162,1162,MCL/CIEL,N/A
1162,1162,local,N/A
1163,1163,MCL/CIEL,N/A
1163,1163,local,N/A
1164,1164,local,Coded
1164,1164,MCL/CIEL,Coded
1165,1165,MCL/CIEL,Coded
1165,1165,local,Coded
1166,1166,MCL/CIEL,Coded
1166,1166,local,Coded
1167,1167,MCL/CIEL,N/A
1167,1167,local,N/A
1168,1168,local,N/A
1168,1168,MCL/CIEL,N/A
1169,138571,MCL/CIEL,N/A
1169,1169,local,N/A
1170,1170,MCL/CIEL,N/A
1170,1170,local,N/A
1171,1171,MCL/CIEL,N/A
1171,1171,local,N/A
1172,1172,local,N/A
1172,1172,MCL/CIEL,N/A
1173,1173,MCL/CIEL,N/A
1173,1173,local,N/A
1174,1174,MCL/CIEL,Boolean
1174,1174,local,Boolean
1175,1175,MCL/CIEL,N/A
1175,1175,local,N/A
1176,1176,local,Coded
1176,1176,MCL/CIEL,Coded
1177,1177,local,Coded
1177,1177,MCL/CIEL,Coded
1178,1178,MCL/CIEL,N/A
1178,1178,local,N/A
1179,1179,local,N/A
1179,1179,MCL/CIEL,N/A
1180,1180,MCL/CIEL,N/A
1180,1180,local,N/A
1181,1181,MCL/CIEL,Coded
1181,1181,local,Coded
1182,1182,MCL/CIEL,N/A
1182,1182,local,N/A
1183,1183,MCL/CIEL,N/A
1183,1183,local,N/A
1184,1184,local,N/A
1184,1184,MCL/CIEL,N/A
1185,1185,MCL/CIEL,N/A
1185,1185,local,N/A
1186,1186,MCL/CIEL,Numeric
1186,1186,local,Numeric
1187,1187,MCL/CIEL,Coded
1187,1187,local,Coded
1188,1188,local,Coded
1188,1188,MCL/CIEL,Coded
1189,1189,local,Coded
1189,1189,MCL/CIEL,Coded
1190,1190,local,Date
1190,1190,MCL/CIEL,Date
1191,1191,MCL/CIEL,Date
1191,1191,local,Date
1192,1192,MCL/CIEL,Boolean
1192,1192,local,Boolean
1193,1193,MCL/CIEL,Coded
1193,1193,local,Coded
1194,1194,MCL/CIEL,N/A
1194,1194,local,N/A
1195,1195,MCL/CIEL,N/A
1195,1195,local,N/A
1196,1196,local,Numeric
1196,1196,MCL/CIEL,Numeric
1197,1197,MCL/CIEL,N/A
1198,1198,MCL/CIEL,Coded
1198,1198,local,Coded
1199,1199,MCL/CIEL,N/A
1199,1199,local,N/A
1200,1200,local,Coded
1200,1200,MCL/CIEL,Coded
1201,1201,local,N/A
1201,1201,MCL/CIEL,N/A
1202,1202,MCL/CIEL,N/A
1202,1202,local,N/A
1203,1203,MCL/CIEL,N/A
1203,1203,local,N/A
1204,1204,MCL/CIEL,N/A
1204,1204,local,N/A
1205,1205,local,N/A
1205,1205,MCL/CIEL,N/A
1206,1206,MCL/CIEL,N/A
1206,1206,local,N/A
1207,1207,MCL/CIEL,N/A
1207,1207,local,N/A
1207,1207,MCL/CIEL,N/A
1208,1208,local,Coded
1208,1208,MCL/CIEL,Coded
1209,1209,MCL/CIEL,Coded
1209,1209,local,Coded
1210,1210,MCL/CIEL,N/A
1210,1210,local,N/A
1211,1211,MCL/CIEL,N/A
1211,1211,local,N/A
1212,1212,local,N/A
1212,1212,MCL/CIEL,N/A
1213,1213,local,N/A
1213,1213,MCL/CIEL,N/A
1214,1214,local,Boolean
1214,1214,MCL/CIEL,Boolean
1215,1215,MCL/CIEL,N/A
1215,1215,local,N/A
1216,1216,MCL/CIEL,N/A
1216,1216,local,N/A
1217,1217,local,N/A
1217,1217,MCL/CIEL,N/A
1218,1218,local,N/A
1218,127847,MCL/CIEL,N/A
1219,125086,MCL/CIEL,N/A
1219,1219,local,N/A
1220,1220,MCL/CIEL,N/A
1220,1220,local,N/A
1221,1221,local,N/A
1221,1221,MCL/CIEL,N/A
1222,1222,local,N/A
1222,1222,MCL/CIEL,N/A
1223,1223,MCL/CIEL,N/A
1223,1223,local,N/A
1224,1224,MCL/CIEL,Coded
1224,1224,local,Coded
1225,1225,local,Coded
1225,1225,MCL/CIEL,Coded
1226,1226,MCL/CIEL,N/A
1226,1226,local,N/A
1228,1228,local,N/A
1228,1228,MCL/CIEL,N/A
1229,1229,local,N/A
1229,1229,MCL/CIEL,N/A
1230,1230,MCL/CIEL,N/A
1230,1230,local,N/A
1231,1231,MCL/CIEL,N/A
1231,1231,local,N/A
1232,1232,MCL/CIEL,N/A
1233,1233,MCL/CIEL,N/A
1234,1234,MCL/CIEL,N/A
1235,1235,MCL/CIEL,N/A
1236,1236,MCL/CIEL,N/A
1237,1237,MCL/CIEL,N/A
1238,1238,MCL/CIEL,N/A
1238,1238,local,N/A
1239,1239,MCL/CIEL,N/A
1240,71916,MCL/CIEL,N/A
1241,86028,MCL/CIEL,N/A
1242,75633,MCL/CIEL,N/A
1242,1242,local,N/A
1243,1243,local,N/A
1243,77696,MCL/CIEL,N/A
1244,81041,MCL/CIEL,N/A
1245,1245,MCL/CIEL,N/A
1246,1246,MCL/CIEL,Boolean
1246,1246,local,Boolean
1247,1247,local,Coded
1247,1247,MCL/CIEL,Coded
1248,1248,MCL/CIEL,Boolean
1248,1248,local,Boolean
1249,1249,MCL/CIEL,N/A
1249,1249,local,N/A
1250,1250,MCL/CIEL,Coded
1250,1250,local,Coded
1251,1251,MCL/CIEL,Coded
1251,1251,local,Coded
1252,1252,local,Coded
1252,1252,MCL/CIEL,Coded
1253,1253,MCL/CIEL,N/A
1253,1253,local,N/A
1254,1254,local,N/A
1254,1254,MCL/CIEL,N/A
1255,1255,local,Coded
1255,1255,MCL/CIEL,Coded
1256,1256,MCL/CIEL,N/A
1256,1256,local,N/A
1257,1257,MCL/CIEL,N/A
1257,1257,local,N/A
1258,1258,MCL/CIEL,N/A
1258,1258,local,N/A
1259,1259,local,N/A
1259,1259,MCL/CIEL,N/A
1260,1260,MCL/CIEL,N/A
1260,1260,local,N/A
1261,1261,MCL/CIEL,Coded
1261,1261,local,Coded
1262,1262,MCL/CIEL,Coded
1262,1262,local,Coded
1263,1263,local,Coded
1263,1263,MCL/CIEL,Coded
1264,1264,local,Coded
1264,1264,MCL/CIEL,Coded
1265,1265,MCL/CIEL,Coded
1265,1265,local,Coded
1266,1266,MCL/CIEL,Coded
1266,1266,local,Coded
1267,1267,MCL/CIEL,N/A
1267,1267,local,N/A
1268,1268,local,Coded
1268,1268,MCL/CIEL,Coded
1269,1269,local,Coded
1269,1269,MCL/CIEL,Coded
1270,1270,MCL/CIEL,Coded
1270,1270,local,Coded
1271,1271,MCL/CIEL,Coded
1271,1271,local,Coded
1272,1272,local,Coded
1272,1272,MCL/CIEL,Coded
1273,1273,local,Coded
1273,1273,MCL/CIEL,Coded
1274,1274,MCL/CIEL,N/A
1274,1274,local,N/A
1275,1275,local,N/A
1275,1275,MCL/CIEL,N/A
1276,1276,MCL/CIEL,Boolean
1276,1276,local,Boolean
1277,1277,MCL/CIEL,Coded
1277,1277,local,Coded
1278,1278,MCL/CIEL,Coded
1278,1278,local,Coded
1279,1279,local,Numeric
1279,1438,MCL/CIEL,Numeric
1280,1280,local,Coded
1280,1280,MCL/CIEL,Coded
1281,160741,MCL/CIEL,N/A
1281,1281,local,N/A
1282,1282,local,N/A
1283,1283,local,N/A
1283,1283,MCL/CIEL,N/A
1284,1284,MCL/CIEL,N/A
1284,1284,local,N/A
1285,1285,local,Coded
1285,1285,MCL/CIEL,Coded
1286,1286,MCL/CIEL,N/A
1286,1286,local,N/A
1287,1287,local,N/A
1287,1287,MCL/CIEL,N/A
1288,1288,local,N/A
1288,1288,MCL/CIEL,N/A
1290,1290,MCL/CIEL,Coded
1290,1290,local,Coded
1291,1291,MCL/CIEL,N/A
1291,1291,local,N/A
1292,1292,MCL/CIEL,N/A
1292,1292,local,N/A
1293,1293,MCL/CIEL,N/A
1294,1294,MCL/CIEL,N/A
1295,1295,local,N/A
1296,1296,MCL/CIEL,N/A
1297,1297,MCL/CIEL,Numeric
1297,1297,local,Numeric
1298,1298,MCL/CIEL,Numeric
1298,1298,local,Numeric
1299,1299,local,Numeric
1299,1299,MCL/CIEL,Numeric
1300,1300,MCL/CIEL,N/A
1301,1301,MCL/CIEL,N/A
1302,1302,MCL/CIEL,N/A
1303,1303,MCL/CIEL,N/A
1304,1304,local,N/A
1304,1304,MCL/CIEL,N/A
1305,1305,MCL/CIEL,Coded
1305,1305,local,Coded
1306,1306,local,N/A
1306,1306,MCL/CIEL,N/A
1307,1307,local,Numeric
1307,1307,MCL/CIEL,Numeric
1308,1308,MCL/CIEL,Numeric
1308,1308,local,Numeric
1309,1309,MCL/CIEL,Numeric
1309,1309,local,Numeric
1310,1310,local,Numeric
1310,1310,MCL/CIEL,Numeric
1311,1311,MCL/CIEL,N/A
1311,1311,local,N/A
1312,1312,MCL/CIEL,N/A
1312,1312,local,N/A
1313,1313,local,N/A
1313,1313,MCL/CIEL,N/A
1314,1314,local,N/A
1314,1314,MCL/CIEL,N/A
1315,1315,MCL/CIEL,N/A
1315,1315,local,N/A
1316,1316,MCL/CIEL,N/A
1316,1316,local,N/A
1317,1317,local,N/A
1317,1317,MCL/CIEL,N/A
1318,1318,local,Numeric
1318,1318,MCL/CIEL,Numeric
1319,1319,MCL/CIEL,Numeric
1319,1319,local,Numeric
1320,1320,MCL/CIEL,Numeric
1320,1320,local,Numeric
1321,1321,local,Numeric
1321,1321,MCL/CIEL,Numeric
1322,1322,local,Coded
1322,1322,MCL/CIEL,Coded
1323,1323,local,Numeric
1323,1323,MCL/CIEL,Numeric
1324,1324,MCL/CIEL,Numeric
1324,1324,local,Numeric
1325,1325,local,Coded
1325,1325,MCL/CIEL,Coded
1326,1326,MCL/CIEL,Coded
1327,1327,MCL/CIEL,Numeric
1327,1327,local,Numeric
1328,1328,local,Numeric
1328,1328,MCL/CIEL,Numeric
1329,1329,local,Numeric
1329,1329,MCL/CIEL,Numeric
1330,1330,MCL/CIEL,Numeric
1330,1330,local,Numeric
1331,1331,MCL/CIEL,Numeric
1331,1331,local,Numeric
1332,1332,local,Numeric
1332,1332,MCL/CIEL,Numeric
1333,1333,local,Numeric
1333,1333,MCL/CIEL,Numeric
1334,1334,MCL/CIEL,Numeric
1334,1334,local,Numeric
1335,1335,MCL/CIEL,Numeric
1335,1335,local,Numeric
1336,1336,local,Numeric
1336,1336,MCL/CIEL,Numeric
1337,1337,local,Numeric
1337,1337,MCL/CIEL,Numeric
1338,1338,MCL/CIEL,Numeric
1338,1338,local,Numeric
1339,1339,MCL/CIEL,Numeric
1339,1339,local,Numeric
1340,1340,local,Numeric
1340,1340,MCL/CIEL,Numeric
1341,1341,local,Numeric
1341,1341,MCL/CIEL,Numeric
1342,1342,MCL/CIEL,Numeric
1342,1342,local,Numeric
1343,1343,MCL/CIEL,Numeric
1343,1343,local,Numeric
1344,1344,local,N/A
1344,1344,MCL/CIEL,N/A
1345,1345,MCL/CIEL,N/A
1345,1345,local,N/A
1346,1346,MCL/CIEL,N/A
1346,1346,local,N/A
1347,1347,local,N/A
1347,1347,MCL/CIEL,N/A
1348,1348,local,N/A
1348,1348,MCL/CIEL,N/A
1349,1349,MCL/CIEL,N/A
1349,1349,local,N/A
1350,1350,MCL/CIEL,N/A
1350,1350,local,N/A
1351,1351,MCL/CIEL,N/A
1351,1351,local,N/A
1352,1352,local,Numeric
1352,1352,MCL/CIEL,Numeric
1353,1353,local,N/A
1354,1354,local,Text
1355,1355,local,Boolean
1356,1356,local,Coded
1356,164401,MCL/CIEL,Coded
1357,159427,MCL/CIEL,Coded
1357,1357,local,Coded
1358,1358,local,Boolean
1359,1359,local,Numeric
1361,1361,local,Boolean
1362,1362,local,Coded
1363,1363,local,Coded
1363,159595,MCL/CIEL,Coded
1364,1364,local,Numeric
1365,1365,local,Numeric
1366,1366,local,Numeric
1367,1367,local,Numeric
1368,1368,local,Boolean
1368,161651,MCL/CIEL,Boolean
1369,1369,local,Boolean
1370,1370,local,Numeric
1371,1371,local,Numeric
1372,1372,local,Numeric
1373,1373,local,Numeric
1374,1374,local,Numeric
1375,1375,local,Coded
1376,1376,local,Coded
1377,1377,local,N/A
1378,1378,local,N/A
1379,1379,local,N/A
1380,1380,local,N/A
1381,1381,local,N/A
1382,1382,local,N/A
1383,1383,local,Coded
1384,1384,local,Coded
1385,1385,local,Numeric
1386,1386,local,N/A
1387,5665,MCL/CIEL,Coded
1387,1387,local,Coded
1388,1388,local,N/A
1389,1389,local,N/A
1390,1421,MCL/CIEL,N/A
1390,1390,local,N/A
1391,1391,local,Coded
1392,1392,local,N/A
1393,1393,local,N/A
1394,1394,local,N/A
1395,1395,local,N/A
1396,1396,local,N/A
1396,140707,MCL/CIEL,N/A
1397,1397,local,Coded
1398,1398,local,Coded
1399,115285,MCL/CIEL,N/A
1399,1399,local,N/A
1400,161364,MCL/CIEL,N/A
1400,1400,local,N/A
1401,159596,MCL/CIEL,N/A
1401,1401,local,N/A
1402,1402,local,N/A
1403,159934,MCL/CIEL,N/A
1403,1403,local,N/A
1404,1404,local,N/A
1404,86426,MCL/CIEL,N/A
1405,1405,local,N/A
1405,159597,MCL/CIEL,N/A
1406,1406,local,N/A
1407,1407,local,N/A
1408,1408,local,N/A
1409,1409,local,N/A
1410,1410,local,N/A
1410,160639,MCL/CIEL,N/A
1411,1411,local,N/A
1412,1412,local,Coded
1412,161643,MCL/CIEL,Coded
1413,1413,local,Boolean
1414,1414,local,Boolean
1415,1415,local,Boolean
1416,1416,local,Boolean
1417,1417,local,Coded
1418,1418,local,Coded
1419,1419,local,Coded
1420,1420,local,Coded
1421,159416,MCL/CIEL,N/A
1421,1421,local,N/A
1422,1422,local,N/A
1422,1385,MCL/CIEL,N/A
1423,1423,local,N/A
1424,1424,local,Coded
1425,1425,local,Coded
1426,1426,local,Coded
1427,1427,local,Coded
1428,1428,local,Coded
1429,1429,local,Coded
1430,1430,local,Coded
1431,1431,local,Coded
1432,1432,local,Coded
1433,1433,local,N/A
1433,129407,MCL/CIEL,N/A
1434,1434,local,N/A
1434,159598,MCL/CIEL,N/A
1435,146513,MCL/CIEL,N/A
1435,1435,local,N/A
1436,1436,local,N/A
1437,123468,MCL/CIEL,N/A
1437,1437,local,N/A
1438,119508,MCL/CIEL,N/A
1438,1438,local,N/A
1439,117829,MCL/CIEL,N/A
1439,117547,MCL/CIEL,N/A
1439,1439,local,N/A
1440,153608,MCL/CIEL,N/A
1440,1440,local,N/A
1441,139407,MCL/CIEL,N/A
1441,148762,MCL/CIEL,N/A
1441,1441,local,N/A
1441,110040,MCL/CIEL,N/A
1441,120755,MCL/CIEL,N/A
1442,1442,local,N/A
1442,124637,MCL/CIEL,N/A
1443,121543,MCL/CIEL,N/A
1443,1443,local,N/A
1444,138849,MCL/CIEL,N/A
1444,1444,local,N/A
1445,121712,MCL/CIEL,N/A
1445,1445,local,N/A
1446,1446,local,N/A
1446,135761,MCL/CIEL,N/A
1447,139505,MCL/CIEL,N/A
1447,1447,local,N/A
1448,1448,local,N/A
1449,138706,MCL/CIEL,N/A
1449,1449,local,N/A
1450,130220,MCL/CIEL,N/A
1450,1450,local,N/A
1451,128047,MCL/CIEL,N/A
1451,1451,local,N/A
1452,1452,local,N/A
1452,162183,MCL/CIEL,N/A
1453,123583,MCL/CIEL,N/A
1453,1453,local,N/A
1455,148026,MCL/CIEL,N/A
1456,119910,MCL/CIEL,N/A
1457,112171,MCL/CIEL,N/A
1458,125811,MCL/CIEL,N/A
1459,114732,MCL/CIEL,N/A
1460,115753,MCL/CIEL,N/A
1461,134345,MCL/CIEL,N/A
1462,137693,MCL/CIEL,N/A
1463,134208,MCL/CIEL,N/A
1464,130053,MCL/CIEL,N/A
1466,123814,MCL/CIEL,Coded
1466,1466,local,Coded
1468,124601,MCL/CIEL,N/A
1470,145455,MCL/CIEL,N/A
1470,1470,local,N/A
1472,131602,MCL/CIEL,N/A
1472,1472,local,N/A
1473,1473,local,N/A
1473,126721,MCL/CIEL,N/A
1474,124647,MCL/CIEL,N/A
1475,121179,MCL/CIEL,N/A
1476,118510,MCL/CIEL,N/A
1476,1476,local,N/A
1477,115779,MCL/CIEL,N/A
1478,160028,MCL/CIEL,N/A
1478,1478,local,N/A
1479,127112,MCL/CIEL,N/A
1480,132652,MCL/CIEL,Coded
1481,1481,local,N/A
1481,150623,MCL/CIEL,N/A
1482,113165,MCL/CIEL,N/A
1483,121262,MCL/CIEL,N/A
1484,1434,MCL/CIEL,N/A
1485,147912,MCL/CIEL,N/A
1485,140816,MCL/CIEL,N/A
1486,116214,MCL/CIEL,N/A
1487,114199,MCL/CIEL,N/A
1488,112416,MCL/CIEL,N/A
1489,147232,MCL/CIEL,N/A
1489,1489,local,N/A
1490,1490,local,Boolean
1491,1491,local,Boolean
1492,1492,local,Coded
1493,1493,local,Coded
1494,1494,local,Boolean
1495,1495,local,Boolean
1496,1496,local,N/A
1497,1497,local,N/A
1498,1498,local,Coded
1499,159599,MCL/CIEL,Date
1499,1499,local,Date
1501,1501,local,Date
1502,1502,local,Date
1503,1503,local,N/A
1504,127750,MCL/CIEL,N/A
1504,1504,local,N/A
1505,1505,local,Coded
1506,1506,local,Coded
1507,1363,MCL/CIEL,N/A
1507,1507,local,N/A
1508,1508,local,N/A
1508,141664,MCL/CIEL,N/A
1509,1509,local,N/A
1510,1510,local,N/A
1511,116008,MCL/CIEL,N/A
1511,1511,local,N/A
1512,159600,MCL/CIEL,Coded
1512,1512,local,Coded
1513,159601,MCL/CIEL,Coded
1513,1513,local,Coded
1514,1514,local,N/A
1515,1515,local,N/A
1516,1516,local,N/A
1516,114662,MCL/CIEL,N/A
1517,132534,MCL/CIEL,N/A
1517,1517,local,N/A
1518,119333,MCL/CIEL,N/A
1518,1518,local,N/A
1519,1519,local,N/A
1520,1520,local,N/A
1521,1521,local,N/A
1522,1522,local,N/A
1523,1523,local,N/A
1524,1524,local,N/A
1525,1525,local,N/A
1526,1526,local,N/A
1527,1527,local,N/A
1528,1528,local,N/A
1529,1529,local,N/A
1530,120148,MCL/CIEL,N/A
1530,1530,local,N/A
1531,1531,local,N/A
1531,148203,MCL/CIEL,N/A
1532,1532,local,N/A
1532,135971,MCL/CIEL,N/A
1533,127366,MCL/CIEL,N/A
1533,1533,local,N/A
1534,1534,local,N/A
1535,121960,MCL/CIEL,N/A
1536,159567,MCL/CIEL,Coded
1536,1536,local,Coded
1537,1537,local,Coded
1537,161157,MCL/CIEL,Coded
1538,1538,local,N/A
1538,143624,MCL/CIEL,N/A
1539,1539,local,N/A
1539,130562,MCL/CIEL,N/A
1540,133653,MCL/CIEL,N/A
1540,1540,local,N/A
1541,128125,MCL/CIEL,N/A
1541,1541,local,N/A
1542,1542,local,N/A
1542,123240,MCL/CIEL,N/A
1543,1543,local,N/A
1543,116677,MCL/CIEL,N/A
1544,155324,MCL/CIEL,N/A
1544,1544,local,N/A
1545,1545,local,N/A
1546,124153,MCL/CIEL,N/A
1546,1546,local,N/A
1547,1547,local,N/A
1548,1548,local,N/A
1548,160585,MCL/CIEL,N/A
1548,137793,MCL/CIEL,N/A
1549,1820,MCL/CIEL,Coded
1549,1549,local,Coded
1550,1550,local,N/A
1550,165073,MCL/CIEL,N/A
1551,1551,local,N/A
1552,1552,local,Coded
1553,1553,local,Numeric
1554,1554,local,Boolean
1555,1555,local,N/A
1556,1556,local,N/A
1557,1557,local,N/A
1558,1558,local,Coded
1558,164966,"KENYA EMR",Coded
1559,1559,local,Boolean
1560,1567,MCL/CIEL,Coded
1560,1560,local,Coded
1561,165072,MCL/CIEL,N/A
1561,1561,local,N/A
1562,1562,local,N/A
1562,160415,MCL/CIEL,N/A
1563,1706,MCL/CIEL,N/A
1563,1563,local,N/A
1564,1564,local,N/A
1565,1565,local,N/A
1565,1528,MCL/CIEL,N/A
1566,1566,local,Coded
1567,1536,MCL/CIEL,N/A
1567,1567,local,N/A
1568,1568,local,Date
1569,1569,local,Coded
1570,1543,MCL/CIEL,Date
1570,1570,local,Date
1571,125561,MCL/CIEL,N/A
1571,1571,local,N/A
1572,1572,local,N/A
1573,1573,local,Coded
1573,1599,MCL/CIEL,Coded
1574,1574,local,N/A
1575,1575,local,N/A
1575,162192,MCL/CIEL,N/A
1576,1576,local,N/A
1577,1577,local,N/A
1578,159470,MCL/CIEL,N/A
1578,1578,local,N/A
1579,1579,local,Boolean
1579,159822,MCL/CIEL,Boolean
1580,1580,local,N/A
1581,1581,local,N/A
1582,1582,local,N/A
1583,1583,local,Boolean
1584,1584,local,N/A
1585,1585,local,N/A
1586,1586,local,N/A
1586,155891,local,N/A
1587,1587,local,N/A
1588,1588,local,Coded
1588,159602,MCL/CIEL,Coded
1589,1589,local,N/A
1590,1590,local,N/A
1591,1591,local,Coded
1592,1592,local,Date
1593,160034,MCL/CIEL,N/A
1593,1593,local,N/A
1594,159492,MCL/CIEL,N/A
1594,1594,local,N/A
1594,160036,MCL/CIEL,N/A
1595,160031,MCL/CIEL,N/A
1595,1595,local,N/A
1596,161555,MCL/CIEL,Coded
1597,1597,local,N/A
1598,1598,local,N/A
1599,1599,local,Coded
